0.163565,-0.734438,1.000000,0.020703,-0.006834,0.000000
0.163976,-0.734571,1.000000,0.020534,-0.006629,0.000000
0.164383,-0.734700,1.000000,0.020378,-0.006443,0.000000
0.164788,-0.734825,1.000000,0.020235,-0.006275,0.000000
0.165190,-0.734948,1.000000,0.020105,-0.006125,0.000000
0.165590,-0.735068,1.000000,0.019988,-0.005992,0.000000
0.165987,-0.735185,1.000000,0.019882,-0.005875,0.000000
0.166383,-0.735301,1.000000,0.019788,-0.005773,0.000000
0.166777,-0.735414,1.000000,0.019704,-0.005686,0.000000
0.167170,-0.735527,1.000000,0.019631,-0.005614,0.000000
0.167561,-0.735638,1.000000,0.019568,-0.005554,0.000000
0.167951,-0.735748,1.000000,0.019515,-0.005507,0.000000
0.168341,-0.735857,1.000000,0.019471,-0.005472,0.000000
0.168730,-0.735966,1.000000,0.019435,-0.005448,0.000000
0.169118,-0.736075,1.000000,0.019407,-0.005434,0.000000
0.169505,-0.736184,1.000000,0.019387,-0.005430,0.000000
0.169893,-0.736292,1.000000,0.019374,-0.005435,0.000000
0.170280,-0.736401,1.000000,0.019368,-0.005448,0.000000
0.170668,-0.736511,1.000000,0.019369,-0.005469,0.000000
0.171055,-0.736621,1.000000,0.019375,-0.005496,0.000000
0.171443,-0.736731,1.000000,0.019387,-0.005531,0.000000
0.171831,-0.736843,1.000000,0.019403,-0.005570,0.000000
0.172220,-0.736955,1.000000,0.019425,-0.005615,0.000000
0.172609,-0.737068,1.000000,0.019450,-0.005665,0.000000
0.172998,-0.737182,1.000000,0.019480,-0.005718,0.000000
0.173388,-0.737298,1.000000,0.019512,-0.005774,0.000000
0.173779,-0.737415,1.000000,0.019548,-0.005834,0.000000
0.174171,-0.737533,1.000000,0.019587,-0.005895,0.000000
0.174564,-0.737652,1.000000,0.019628,-0.005958,0.000000
0.174957,-0.737772,1.000000,0.019670,-0.006023,0.000000
0.175351,-0.737894,1.000000,0.019715,-0.006088,0.000000
0.175747,-0.738017,1.000000,0.019760,-0.006153,0.000000
0.176143,-0.738141,1.000000,0.019807,-0.006218,0.000000
0.176540,-0.738267,1.000000,0.019854,-0.006283,0.000000
0.176938,-0.738394,1.000000,0.019902,-0.006346,0.000000
0.177337,-0.738522,1.000000,0.019950,-0.006408,0.000000
0.177737,-0.738651,1.000000,0.019997,-0.006468,0.000000
0.178138,-0.738782,1.000000,0.020045,-0.006526,0.000000
0.178539,-0.738914,1.000000,0.020091,-0.006582,0.000000
0.178942,-0.739046,1.000000,0.020137,-0.006634,0.000000
0.179346,-0.739180,1.000000,0.020181,-0.006684,0.000000
0.179750,-0.739315,1.000000,0.020224,-0.006730,0.000000
0.180156,-0.739450,1.000000,0.020266,-0.006773,0.000000
0.180562,-0.739586,1.000000,0.020306,-0.006811,0.000000
0.180969,-0.739723,1.000000,0.020343,-0.006846,0.000000
0.181376,-0.739861,1.000000,0.020379,-0.006877,0.000000
0.181784,-0.739999,1.000000,0.020413,-0.006903,0.000000
0.182193,-0.740137,1.000000,0.020444,-0.006924,0.000000
0.182603,-0.740276,1.000000,0.020472,-0.006941,0.000000
0.183013,-0.740415,1.000000,0.020498,-0.006953,0.000000
0.183423,-0.740554,1.000000,0.020522,-0.006960,0.000000
0.183834,-0.740694,1.000000,0.020542,-0.006962,0.000000
0.184245,-0.740833,1.000000,0.020560,-0.006958,0.000000
0.184657,-0.740972,1.000000,0.020574,-0.006950,0.000000
0.185068,-0.741110,1.000000,0.020585,-0.006936,0.000000
0.185480,-0.741249,1.000000,0.020594,-0.006917,0.000000
0.185892,-0.741387,1.000000,0.020599,-0.006893,0.000000
0.186304,-0.741524,1.000000,0.020600,-0.006863,0.000000
0.186716,-0.741660,1.000000,0.020599,-0.006829,0.000000
